,abilities,attack,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
486,"['Pressure', 'Telepathy', 'Levitate']",120,680,3,Renegade Pok̩mon,100,1250000,4.5,150,Giratina,,487,120,100,90,ghost,dragon,750.0,4,1
487,['Levitate'],70,600,3,Lunar Pok̩mon,120,1250000,1.5,120,Cresselia,0.0,488,75,130,85,psychic,,85.6,4,1
488,['Hydration'],80,480,30,Sea Drifter Pok̩mon,80,1250000,0.4,80,Phione,,489,80,80,80,water,,3.1,4,0
489,['Hydration'],100,600,3,Seafaring Pok̩mon,100,1250000,0.3,100,Manaphy,,490,100,100,100,water,,1.4,4,1
490,['Bad Dreams'],90,600,3,Pitch-Black Pok̩mon,90,1250000,1.5,70,Darkrai,,491,135,90,125,dark,,50.5,4,1
491,"['Natural Cure', 'Serene Grace']",103,600,45,Gratitude Pok̩mon,75,1059860,0.2,100,Shaymin,,492,120,75,127,grass,grass,2.1,4,1
492,['Multitype'],120,720,3,Alpha Pok̩mon,120,1250000,3.2,120,Arceus,,493,120,120,120,normal,,320.0,4,1
493,['Victory Star'],100,600,3,Victory Pok̩mon,100,1250000,0.4,100,Victini,,494,100,100,100,psychic,fire,4.0,5,1
494,"['Overgrow', 'Contrary']",45,308,45,Grass Snake Pok̩mon,55,1059860,0.6,45,Snivy,88.1,495,45,55,63,grass,,8.1,5,0
495,"['Overgrow', 'Contrary']",60,413,45,Grass Snake Pok̩mon,75,1059860,0.8,60,Servine,88.1,496,60,75,83,grass,,16.0,5,0
496,"['Overgrow', 'Contrary']",75,528,45,Regal Pok̩mon,95,1059860,3.3,75,Serperior,88.1,497,75,95,113,grass,,63.0,5,0
497,"['Blaze', 'Thick Fat']",63,308,45,Fire Pig Pok̩mon,45,1059860,0.5,65,Tepig,88.1,498,45,45,45,fire,,9.9,5,0
498,"['Blaze', 'Thick Fat']",93,418,45,Fire Pig Pok̩mon,55,1059860,1.0,90,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0
499,"['Blaze', 'Reckless']",123,528,45,Mega Fire Pig Pok̩mon,65,1059860,1.6,110,Emboar,88.1,500,100,65,65,fire,fighting,150.0,5,0
500,"['Torrent', 'Shell Armor']",55,308,45,Sea Otter Pok̩mon,45,1059860,0.5,55,Oshawott,88.1,501,63,45,45,water,,5.9,5,0
501,"['Torrent', 'Shell Armor']",75,413,45,Discipline Pok̩mon,60,1059860,0.8,75,Dewott,88.1,502,83,60,60,water,,24.5,5,0
502,"['Torrent', 'Shell Armor']",100,528,45,Formidable Pok̩mon,85,1059860,1.5,95,Samurott,88.1,503,108,70,70,water,,94.6,5,0
503,"['Run Away', 'Keen Eye', 'Analytic']",55,255,255,Scout Pok̩mon,39,1000000,0.5,45,Patrat,50.0,504,35,39,42,normal,,11.6,5,0
504,"['Illuminate', 'Keen Eye', 'Analytic']",85,420,255,Lookout Pok̩mon,69,1000000,1.1,60,Watchog,50.0,505,60,69,77,normal,,27.0,5,0
505,"['Vital Spirit', 'Pickup', 'Run Away']",60,275,255,Puppy Pok̩mon,45,1059860,0.4,45,Lillipup,50.0,506,25,45,55,normal,,4.1,5,0
506,"['Intimidate', 'Sand Rush', 'Scrappy']",80,370,120,Loyal Dog Pok̩mon,65,1059860,0.9,65,Herdier,50.0,507,35,65,60,normal,,14.7,5,0
507,"['Intimidate', 'Sand Rush', 'Scrappy']",110,500,45,Big-Hearted Pok̩mon,90,1059860,1.2,85,Stoutland,50.0,508,45,90,80,normal,,61.0,5,0
508,"['Limber', 'Unburden', 'Prankster']",50,281,255,Devious Pok̩mon,37,1000000,0.4,41,Purrloin,50.0,509,50,37,66,dark,,10.1,5,0
509,"['Limber', 'Unburden', 'Prankster']",88,446,90,Cruel Pok̩mon,50,1000000,1.1,64,Liepard,50.0,510,88,50,106,dark,,37.5,5,0
510,"['Gluttony', 'Overgrow']",53,316,190,Grass Monkey Pok̩mon,48,1000000,0.6,50,Pansage,88.1,511,53,48,64,grass,,10.5,5,0
511,"['Gluttony', 'Overgrow']",98,498,75,Thorn Monkey Pok̩mon,63,1000000,1.1,75,Simisage,88.1,512,98,63,101,grass,,30.5,5,0
512,"['Gluttony', 'Blaze']",53,316,190,High Temp Pok̩mon,48,1000000,0.6,50,Pansear,88.1,513,53,48,64,fire,,11.0,5,0
513,"['Gluttony', 'Blaze']",98,498,75,Ember Pok̩mon,63,1000000,1.0,75,Simisear,88.1,514,98,63,101,fire,,28.0,5,0
514,"['Gluttony', 'Torrent']",53,316,190,Spray Pok̩mon,48,1000000,0.6,50,Panpour,88.1,515,53,48,64,water,,13.5,5,0
515,"['Gluttony', 'Torrent']",98,498,75,Geyser Pok̩mon,63,1000000,1.0,75,Simipour,88.1,516,98,63,101,water,,29.0,5,0
516,"['Forewarn', 'Synchronize', 'Telepathy']",25,292,190,Dream Eater Pok̩mon,45,800000,0.6,76,Munna,50.0,517,67,55,24,psychic,,23.3,5,0
517,"['Forewarn', 'Synchronize', 'Telepathy']",55,487,75,Drowsing Pok̩mon,85,800000,1.1,116,Musharna,50.0,518,107,95,29,psychic,,60.5,5,0
518,"['Big Pecks', 'Super Luck', 'Rivalry']",55,264,255,Tiny Pigeon Pok̩mon,50,1059860,0.3,50,Pidove,50.0,519,36,30,43,normal,flying,2.1,5,0
519,"['Big Pecks', 'Super Luck', 'Rivalry']",77,358,120,Wild Pigeon Pok̩mon,62,1059860,0.6,62,Tranquill,50.0,520,50,42,65,normal,flying,15.0,5,0
520,"['Big Pecks', 'Super Luck', 'Rivalry']",115,488,45,Proud Pok̩mon,80,1059860,1.2,80,Unfezant,50.0,521,65,55,93,normal,flying,29.0,5,0
521,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",60,295,190,Electrified Pok̩mon,32,1000000,0.8,45,Blitzle,50.0,522,50,32,76,electric,,29.8,5,0
522,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",100,497,75,Thunderbolt Pok̩mon,63,1000000,1.6,75,Zebstrika,50.0,523,80,63,116,electric,,79.5,5,0
523,"['Sturdy', 'Weak Armor', 'Sand Force']",75,280,255,Mantle Pok̩mon,85,1059860,0.4,55,Roggenrola,50.0,524,25,25,15,rock,,18.0,5,0
524,"['Sturdy', 'Weak Armor', 'Sand Force']",105,390,120,Ore Pok̩mon,105,1059860,0.9,70,Boldore,50.0,525,50,40,20,rock,,102.0,5,0
525,"['Sturdy', 'Sand Stream', 'Sand Force']",135,515,45,Compressed Pok̩mon,130,1059860,1.7,85,Gigalith,50.0,526,60,80,25,rock,,260.0,5,0
526,"['Unaware', 'Klutz', 'Simple']",45,323,190,Bat Pok̩mon,43,1000000,0.4,65,Woobat,50.0,527,55,43,72,psychic,flying,2.1,5,0
527,"['Unaware', 'Klutz', 'Simple']",57,425,45,Courting Pok̩mon,55,1000000,0.9,67,Swoobat,50.0,528,77,55,114,psychic,flying,10.5,5,0
528,"['Sand Rush', 'Sand Force', 'Mold Breaker']",85,328,120,Mole Pok̩mon,40,1000000,0.3,60,Drilbur,50.0,529,30,45,68,ground,,8.5,5,0
529,"['Sand Rush', 'Sand Force', 'Mold Breaker']",135,508,60,Subterrene Pok̩mon,60,1000000,0.7,110,Excadrill,50.0,530,50,65,88,ground,steel,40.4,5,0
530,"['Healer', 'Regenerator', 'Klutz']",60,545,255,Hearing Pok̩mon,126,800000,1.1,103,Audino,50.0,531,80,126,50,normal,,31.0,5,0
531,"['Guts', 'Sheer Force', 'Iron Fist']",80,305,180,Muscular Pok̩mon,55,1059860,0.6,75,Timburr,75.4,532,25,35,35,fighting,,12.5,5,0
532,"['Guts', 'Sheer Force', 'Iron Fist']",105,405,90,Muscular Pok̩mon,85,1059860,1.2,85,Gurdurr,75.4,533,40,50,40,fighting,,40.0,5,0
533,"['Guts', 'Sheer Force', 'Iron Fist']",140,505,45,Muscular Pok̩mon,95,1059860,1.4,105,Conkeldurr,75.4,534,55,65,45,fighting,,87.0,5,0
534,"['Swift Swim', 'Hydration', 'Water Absorb']",50,294,255,Tadpole Pok̩mon,40,1059860,0.5,50,Tympole,50.0,535,50,40,64,water,,4.5,5,0
535,"['Swift Swim', 'Hydration', 'Water Absorb']",65,384,120,Vibration Pok̩mon,55,1059860,0.8,75,Palpitoad,50.0,536,65,55,69,water,ground,17.0,5,0
536,"['Swift Swim', 'Poison Touch', 'Water Absorb']",95,509,45,Vibration Pok̩mon,75,1059860,1.5,105,Seismitoad,50.0,537,85,75,74,water,ground,62.0,5,0
537,"['Guts', 'Inner Focus', 'Mold Breaker']",100,465,45,Judo Pok̩mon,85,1000000,1.3,120,Throh,100.0,538,30,85,45,fighting,,55.5,5,0
538,"['Sturdy', 'Inner Focus', 'Mold Breaker']",125,465,45,Karate Pok̩mon,75,1000000,1.4,75,Sawk,100.0,539,30,75,85,fighting,,51.0,5,0
539,"['Swarm', 'Chlorophyll', 'Overcoat']",53,310,255,Sewing Pok̩mon,70,1059860,0.3,45,Sewaddle,50.0,540,40,60,42,bug,grass,2.5,5,0
540,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",63,380,120,Leaf-Wrapped Pok̩mon,90,1059860,0.5,55,Swadloon,50.0,541,50,80,42,bug,grass,7.3,5,0
541,"['Swarm', 'Chlorophyll', 'Overcoat']",103,500,45,Nurturing Pok̩mon,80,1059860,1.2,75,Leavanny,50.0,542,70,80,92,bug,grass,20.5,5,0
542,"['Poison Point', 'Swarm', 'Speed Boost']",45,260,255,Centipede Pok̩mon,59,1059860,0.4,30,Venipede,50.0,543,30,39,57,bug,poison,5.3,5,0
543,"['Poison Point', 'Swarm', 'Speed Boost']",55,360,120,Curlipede Pok̩mon,99,1059860,1.2,40,Whirlipede,50.0,544,40,79,47,bug,poison,58.5,5,0
544,"['Poison Point', 'Swarm', 'Speed Boost']",100,485,45,Megapede Pok̩mon,89,1059860,2.5,60,Scolipede,50.0,545,55,69,112,bug,poison,200.5,5,0
545,"['Prankster', 'Infiltrator', 'Chlorophyll']",27,280,190,Cotton Puff Pok̩mon,60,1000000,0.3,40,Cottonee,50.0,546,37,50,66,grass,fairy,0.6,5,0
546,"['Prankster', 'Infiltrator', 'Chlorophyll']",67,480,75,Windveiled Pok̩mon,85,1000000,0.7,60,Whimsicott,50.0,547,77,75,116,grass,fairy,6.6,5,0
547,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",35,280,190,Bulb Pok̩mon,50,1000000,0.5,45,Petilil,0.0,548,70,50,30,grass,,6.6,5,0
548,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",60,480,75,Flowering Pok̩mon,75,1000000,1.1,70,Lilligant,0.0,549,110,75,90,grass,,16.3,5,0
549,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",92,460,25,Hostile Pok̩mon,65,1000000,1.0,70,Basculin,50.0,550,80,55,98,water,,18.0,5,0
550,"['Intimidate', 'Moxie', 'Anger Point']",72,292,180,Desert Croc Pok̩mon,35,1059860,0.7,50,Sandile,50.0,551,35,35,65,ground,dark,15.2,5,0
551,"['Intimidate', 'Moxie', 'Anger Point']",82,351,90,Desert Croc Pok̩mon,45,1059860,1.0,60,Krokorok,50.0,552,45,45,74,ground,dark,33.4,5,0
552,"['Intimidate', 'Moxie', 'Anger Point']",117,519,45,Intimidation Pok̩mon,80,1059860,1.5,95,Krookodile,50.0,553,65,70,92,ground,dark,96.3,5,0
553,"['Hustle', 'Inner Focus']",90,315,120,Zen Charm Pok̩mon,45,1059860,0.6,70,Darumaka,50.0,554,15,45,50,fire,,37.5,5,0
554,"['Sheer Force', 'Zen Mode']",30,540,60,Blazing Pok̩mon,105,1059860,1.3,105,Darmanitan,50.0,555,140,105,55,fire,fire,92.9,5,0
555,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",86,461,255,Cactus Pok̩mon,67,1000000,1.0,75,Maractus,50.0,556,106,67,60,grass,,28.0,5,0
556,"['Sturdy', 'Shell Armor', 'Weak Armor']",65,325,190,Rock Inn Pok̩mon,85,1000000,0.3,50,Dwebble,50.0,557,35,35,55,bug,rock,14.5,5,0
557,"['Sturdy', 'Shell Armor', 'Weak Armor']",105,485,75,Stone Home Pok̩mon,125,1000000,1.4,70,Crustle,50.0,558,65,75,45,bug,rock,200.0,5,0
558,"['Shed Skin', 'Moxie', 'Intimidate']",75,348,180,Shedding Pok̩mon,70,1000000,0.6,50,Scraggy,50.0,559,35,70,48,dark,fighting,11.8,5,0
559,"['Shed Skin', 'Moxie', 'Intimidate']",90,488,90,Hoodlum Pok̩mon,115,1000000,1.1,65,Scrafty,50.0,560,45,115,58,dark,fighting,30.0,5,0
560,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",58,490,45,Avianoid Pok̩mon,80,1000000,1.4,72,Sigilyph,50.0,561,103,80,97,psychic,flying,14.0,5,0
561,['Mummy'],30,303,190,Spirit Pok̩mon,85,1000000,0.5,38,Yamask,50.0,562,55,65,30,ghost,,1.5,5,0
562,['Mummy'],50,483,90,Coffin Pok̩mon,145,1000000,1.7,58,Cofagrigus,50.0,563,95,105,30,ghost,,76.5,5,0
563,"['Solid Rock', 'Sturdy', 'Swift Swim']",78,355,45,Prototurtle Pok̩mon,103,1000000,0.7,54,Tirtouga,88.1,564,53,45,22,water,rock,16.5,5,0
564,"['Solid Rock', 'Sturdy', 'Swift Swim']",108,495,45,Prototurtle Pok̩mon,133,1000000,1.2,74,Carracosta,88.1,565,83,65,32,water,rock,81.0,5,0
565,['Defeatist'],112,401,45,First Bird Pok̩mon,45,1000000,0.5,55,Archen,88.1,566,74,45,70,rock,flying,9.5,5,0
566,['Defeatist'],140,567,45,First Bird Pok̩mon,65,1000000,1.4,75,Archeops,88.1,567,112,65,110,rock,flying,32.0,5,0
567,"['Stench', 'Sticky Hold', 'Aftermath']",50,329,190,Trash Bag Pok̩mon,62,1000000,0.6,50,Trubbish,50.0,568,40,62,65,poison,,31.0,5,0
568,"['Stench', 'Weak Armor', 'Aftermath']",95,474,60,Trash Heap Pok̩mon,82,1000000,1.9,80,Garbodor,50.0,569,60,82,75,poison,,107.3,5,0
569,['Illusion'],65,330,75,Tricky Fox Pok̩mon,40,1059860,0.7,40,Zorua,88.1,570,80,40,65,dark,,12.5,5,0
570,['Illusion'],105,510,45,Illusion Fox Pok̩mon,60,1059860,1.6,60,Zoroark,88.1,571,120,60,105,dark,,81.1,5,0
571,"['Cute Charm', 'Technician', 'Skill Link']",50,300,255,Chinchilla Pok̩mon,40,800000,0.4,55,Minccino,24.6,572,40,40,75,normal,,5.8,5,0
572,"['Cute Charm', 'Technician', 'Skill Link']",95,470,60,Scarf Pok̩mon,60,800000,0.5,75,Cinccino,24.6,573,65,60,115,normal,,7.5,5,0
573,"['Frisk', 'Competitive', 'Shadow Tag']",30,290,200,Fixation Pok̩mon,50,1059860,0.4,45,Gothita,24.6,574,55,65,45,psychic,,5.8,5,0
574,"['Frisk', 'Competitive', 'Shadow Tag']",45,390,100,Manipulate Pok̩mon,70,1059860,0.7,60,Gothorita,24.6,575,75,85,55,psychic,,18.0,5,0
575,"['Frisk', 'Competitive', 'Shadow Tag']",55,490,50,Astral Body Pok̩mon,95,1059860,1.5,70,Gothitelle,24.6,576,95,110,65,psychic,,44.0,5,0
576,"['Overcoat', 'Magic Guard', 'Regenerator']",30,290,200,Cell Pok̩mon,40,1059860,0.3,45,Solosis,50.0,577,105,50,20,psychic,,1.0,5,0
577,"['Overcoat', 'Magic Guard', 'Regenerator']",40,370,100,Mitosis Pok̩mon,50,1059860,0.6,65,Duosion,50.0,578,125,60,30,psychic,,8.0,5,0
578,"['Overcoat', 'Magic Guard', 'Regenerator']",65,490,50,Multiplying Pok̩mon,75,1059860,1.0,110,Reuniclus,50.0,579,125,85,30,psychic,,20.1,5,0
579,"['Keen Eye', 'Big Pecks', 'Hydration']",44,305,190,Water Bird Pok̩mon,50,1000000,0.5,62,Ducklett,50.0,580,44,50,55,water,flying,5.5,5,0
580,"['Keen Eye', 'Big Pecks', 'Hydration']",87,473,45,White Bird Pok̩mon,63,1000000,1.3,75,Swanna,50.0,581,87,63,98,water,flying,24.2,5,0
581,"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,305,255,Fresh Snow Pok̩mon,50,1250000,0.4,36,Vanillite,50.0,582,65,60,44,ice,,5.7,5,0
582,"['Ice Body', 'Snow Cloak', 'Weak Armor']",65,395,120,Icy Snow Pok̩mon,65,1250000,1.1,51,Vanillish,50.0,583,80,75,59,ice,,41.0,5,0
583,"['Ice Body', 'Snow Warning', 'Weak Armor']",95,535,45,Snowstorm Pok̩mon,85,1250000,1.3,71,Vanilluxe,50.0,584,110,95,79,ice,,57.5,5,0
584,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,335,190,Season Pok̩mon,50,1000000,0.6,60,Deerling,50.0,585,40,50,75,normal,grass,19.5,5,0
585,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",100,475,75,Season Pok̩mon,70,1000000,1.9,80,Sawsbuck,50.0,586,60,70,95,normal,grass,92.5,5,0
586,"['Static', 'Motor Drive']",75,428,200,Sky Squirrel Pok̩mon,60,1000000,0.4,55,Emolga,50.0,587,75,60,103,electric,flying,5.0,5,0
587,"['Swarm', 'Shed Skin', 'No Guard']",75,315,200,Clamping Pok̩mon,45,1000000,0.5,50,Karrablast,50.0,588,40,45,60,bug,,5.9,5,0
588,"['Swarm', 'Shell Armor', 'Overcoat']",135,495,75,Cavalry Pok̩mon,105,1000000,1.0,70,Escavalier,50.0,589,60,105,20,bug,steel,33.0,5,0
589,"['Effect Spore', 'Regenerator']",55,294,190,Mushroom Pok̩mon,45,1000000,0.2,69,Foongus,50.0,590,55,55,15,grass,poison,1.0,5,0
590,"['Effect Spore', 'Regenerator']",85,464,75,Mushroom Pok̩mon,70,1000000,0.6,114,Amoonguss,50.0,591,85,80,30,grass,poison,10.5,5,0
591,"['Water Absorb', 'Cursed Body', 'Damp']",40,335,190,Floating Pok̩mon,50,1000000,1.2,55,Frillish,50.0,592,65,85,40,water,ghost,33.0,5,0
592,"['Water Absorb', 'Cursed Body', 'Damp']",60,480,60,Floating Pok̩mon,70,1000000,2.2,100,Jellicent,50.0,593,85,105,60,water,ghost,135.0,5,0
593,"['Healer', 'Hydration', 'Regenerator']",75,470,75,Caring Pok̩mon,80,800000,1.2,165,Alomomola,50.0,594,40,45,65,water,,31.6,5,0
594,"['Compoundeyes', 'Unnerve', 'Swarm']",47,319,190,Attaching Pok̩mon,50,1000000,0.1,50,Joltik,50.0,595,57,50,65,bug,electric,0.6,5,0
595,"['Compoundeyes', 'Unnerve', 'Swarm']",77,472,75,EleSpider Pok̩mon,60,1000000,0.8,70,Galvantula,50.0,596,97,60,108,bug,electric,14.3,5,0
596,['Iron Barbs'],50,305,255,Thorn Seed Pok̩mon,91,1000000,0.6,44,Ferroseed,50.0,597,24,86,10,grass,steel,18.8,5,0
597,"['Iron Barbs', 'Anticipation']",94,489,90,Thorn Pod Pok̩mon,131,1000000,1.0,74,Ferrothorn,50.0,598,54,116,20,grass,steel,110.0,5,0
598,"['Plus', 'Minus', 'Clear Body']",55,300,130,Gear Pok̩mon,70,1059860,0.3,40,Klink,,599,45,60,30,steel,,21.0,5,0
599,"['Plus', 'Minus', 'Clear Body']",80,440,60,Gear Pok̩mon,95,1059860,0.6,60,Klang,,600,70,85,50,steel,,51.0,5,0
600,"['Plus', 'Minus', 'Clear Body']",100,520,30,Gear Pok̩mon,115,1059860,0.6,60,Klinklang,,601,70,85,90,steel,,81.0,5,0
601,['Levitate'],55,275,190,EleFish Pok̩mon,40,1250000,0.2,35,Tynamo,50.0,602,45,40,60,electric,,0.3,5,0
602,['Levitate'],85,405,60,EleFish Pok̩mon,70,1250000,1.2,65,Eelektrik,50.0,603,75,70,40,electric,,22.0,5,0
603,['Levitate'],115,515,30,EleFish Pok̩mon,80,1250000,2.1,85,Eelektross,50.0,604,105,80,50,electric,,80.5,5,0
604,"['Telepathy', 'Synchronize', 'Analytic']",55,335,255,Cerebral Pok̩mon,55,1000000,0.5,55,Elgyem,50.0,605,85,55,30,psychic,,9.0,5,0
605,"['Telepathy', 'Synchronize', 'Analytic']",75,485,90,Cerebral Pok̩mon,75,1000000,1.0,75,Beheeyem,50.0,606,125,95,40,psychic,,34.5,5,0
606,"['Flash Fire', 'Flame Body', 'Infiltrator']",30,275,190,Candle Pok̩mon,55,1059860,0.3,50,Litwick,50.0,607,65,55,20,ghost,fire,3.1,5,0
607,"['Flash Fire', 'Flame Body', 'Infiltrator']",40,370,90,Lamp Pok̩mon,60,1059860,0.6,60,Lampent,50.0,608,95,60,55,ghost,fire,13.0,5,0
608,"['Flash Fire', 'Flame Body', 'Infiltrator']",55,520,45,Luring Pok̩mon,90,1059860,1.0,60,Chandelure,50.0,609,145,90,80,ghost,fire,34.3,5,0
609,"['Rivalry', 'Mold Breaker', 'Unnerve']",87,320,75,Tusk Pok̩mon,60,1250000,0.6,46,Axew,50.0,610,30,40,57,dragon,,18.0,5,0
610,"['Rivalry', 'Mold Breaker', 'Unnerve']",117,410,60,Axe Jaw Pok̩mon,70,1250000,1.0,66,Fraxure,50.0,611,40,50,67,dragon,,36.0,5,0
611,"['Rivalry', 'Mold Breaker', 'Unnerve']",147,540,45,Axe Jaw Pok̩mon,90,1250000,1.8,76,Haxorus,50.0,612,60,70,97,dragon,,105.5,5,0
612,"['Snow Cloak', 'Slush Rush', 'Rattled']",70,305,120,Chill Pok̩mon,40,1000000,0.5,55,Cubchoo,50.0,613,60,40,40,ice,,8.5,5,0
613,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",130,505,60,Freezing Pok̩mon,80,1000000,2.6,95,Beartic,50.0,614,70,80,50,ice,,260.0,5,0
614,['Levitate'],50,515,25,Crystallizing Pok̩mon,50,1000000,1.1,80,Cryogonal,,615,95,135,105,ice,,148.0,5,0
615,"['Hydration', 'Shell Armor', 'Overcoat']",40,305,200,Snail Pok̩mon,85,1000000,0.4,50,Shelmet,50.0,616,40,65,25,bug,,7.7,5,0
616,"['Hydration', 'Sticky Hold', 'Unburden']",70,495,75,Shell Out Pok̩mon,40,1000000,0.8,80,Accelgor,50.0,617,100,60,145,bug,,25.3,5,0
617,"['Static', 'Limber', 'Sand Veil']",66,471,75,Trap Pok̩mon,84,1000000,0.7,109,Stunfisk,50.0,618,81,99,32,ground,electric,11.0,5,0
618,"['Inner Focus', 'Regenerator', 'Reckless']",85,350,180,Martial Arts Pok̩mon,50,1059860,0.9,45,Mienfoo,50.0,619,55,50,65,fighting,,20.0,5,0
619,"['Inner Focus', 'Regenerator', 'Reckless']",125,510,45,Martial Arts Pok̩mon,60,1059860,1.4,65,Mienshao,50.0,620,95,60,105,fighting,,35.5,5,0
620,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",120,485,45,Cave Pok̩mon,90,1000000,1.6,77,Druddigon,50.0,621,60,90,48,dragon,,139.0,5,0
621,"['Iron Fist', 'Klutz', 'No Guard']",74,303,190,Automaton Pok̩mon,50,1000000,1.0,59,Golett,,622,35,50,35,ground,ghost,92.0,5,0
622,"['Iron Fist', 'Klutz', 'No Guard']",124,483,90,Automaton Pok̩mon,80,1000000,2.8,89,Golurk,,623,55,80,55,ground,ghost,330.0,5,0
623,"['Defiant', 'Inner Focus', 'Pressure']",85,340,120,Sharp Blade Pok̩mon,70,1000000,0.5,45,Pawniard,50.0,624,40,40,60,dark,steel,10.2,5,0
624,"['Defiant', 'Inner Focus', 'Pressure']",125,490,45,Sword Blade Pok̩mon,100,1000000,1.6,65,Bisharp,50.0,625,60,70,70,dark,steel,70.0,5,0
625,"['Reckless', 'Sap Sipper', 'Soundproof']",110,490,45,Bash Buffalo Pok̩mon,95,1000000,1.6,95,Bouffalant,50.0,626,40,95,55,normal,,94.6,5,0
626,"['Keen Eye', 'Sheer Force', 'Hustle']",83,350,190,Eaglet Pok̩mon,50,1250000,0.5,70,Rufflet,100.0,627,37,50,60,normal,flying,10.5,5,0
627,"['Keen Eye', 'Sheer Force', 'Defiant']",123,510,60,Valiant Pok̩mon,75,1250000,1.5,100,Braviary,100.0,628,57,75,80,normal,flying,41.0,5,0
628,"['Big Pecks', 'Overcoat', 'Weak Armor']",55,370,190,Diapered Pok̩mon,75,1250000,0.5,70,Vullaby,0.0,629,45,65,60,dark,flying,9.0,5,0
629,"['Big Pecks', 'Overcoat', 'Weak Armor']",65,510,60,Bone Vulture Pok̩mon,105,1250000,1.2,110,Mandibuzz,0.0,630,55,95,80,dark,flying,39.5,5,0
630,"['Gluttony', 'Flash Fire', 'White Smoke']",97,484,90,Anteater Pok̩mon,66,1000000,1.4,85,Heatmor,50.0,631,105,66,65,fire,,58.0,5,0
631,"['Swarm', 'Hustle', 'Truant']",109,484,90,Iron Ant Pok̩mon,112,1000000,0.3,58,Durant,50.0,632,48,48,109,bug,steel,33.0,5,0
632,['Hustle'],65,300,45,Irate Pok̩mon,50,1250000,0.8,52,Deino,50.0,633,45,50,38,dark,dragon,17.3,5,0
633,['Hustle'],85,420,45,Hostile Pok̩mon,70,1250000,1.4,72,Zweilous,50.0,634,65,70,58,dark,dragon,50.0,5,0
634,['Levitate'],105,600,45,Brutal Pok̩mon,90,1250000,1.8,92,Hydreigon,50.0,635,125,90,98,dark,dragon,160.0,5,0
635,"['Flame Body', 'Swarm']",85,360,45,Torch Pok̩mon,55,1250000,1.1,55,Larvesta,50.0,636,50,55,60,bug,fire,28.8,5,0
636,"['Flame Body', 'Swarm']",60,550,15,Sun Pok̩mon,65,1250000,1.6,85,Volcarona,50.0,637,135,105,100,bug,fire,46.0,5,0
637,['Justified'],90,580,3,Iron Will Pok̩mon,129,1250000,2.1,91,Cobalion,,638,90,72,108,steel,fighting,250.0,5,1
638,['Justified'],129,580,3,Cavern Pok̩mon,90,1250000,1.9,91,Terrakion,,639,72,90,108,rock,fighting,260.0,5,1
639,['Justified'],90,580,3,Grassland Pok̩mon,72,1250000,2.0,91,Virizion,,640,90,129,108,grass,fighting,200.0,5,1
640,"['Prankster', 'Defiant', 'Regenerator']",100,580,3,Cyclone Pok̩mon,80,1250000,1.5,79,Tornadus,100.0,641,110,90,121,flying,,63.0,5,1
641,"['Prankster', 'Defiant', 'Volt Absorb']",105,580,3,Bolt Strike Pok̩mon,70,1250000,1.5,79,Thundurus,100.0,642,145,80,101,electric,flying,61.0,5,1
642,['Turboblaze'],120,680,3,Vast White Pok̩mon,100,1250000,3.2,100,Reshiram,,643,150,120,90,dragon,fire,330.0,5,1
643,['Teravolt'],150,680,3,Deep Black Pok̩mon,120,1250000,2.9,100,Zekrom,,644,120,100,90,dragon,electric,345.0,5,1
644,"['Sand Force', 'Sheer Force', 'Intimidate']",145,600,3,Abundance Pok̩mon,90,1250000,1.5,89,Landorus,100.0,645,105,80,91,ground,flying,68.0,5,1
645,"['Pressure', 'Teravolt', 'Turboblaze']",120,700,3,Boundary Pok̩mon,90,1250000,3.0,125,Kyurem,,646,170,100,95,dragon,ice,325.0,5,1
646,['Justified'],72,580,3,Colt Pok̩mon,90,1250000,1.4,91,Keldeo,,647,129,90,108,water,fighting,48.5,5,1
647,['Serene Grace'],128,600,3,Melody Pok̩mon,90,1250000,0.6,100,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1
